Transposon_Name	orientation_is_5prime	Transposon_min_Start	Transposon_max_End	Transposon_Family	Transposon_Super_Family
AT4TE46880	true	10286987	10287176	ATREP15	RC/Helitron
AT4TE47485	true	10400614	10400867	VANDAL13	DNA/MuDR
AT4TE32335	true	7427008	7427261	ATREP11	RC/Helitron
AT4TE27360	false	6413322	6414638	ATREP2A	RC/Helitron
AT4TE25290	false	6005009	6005172	ATHILA8A	LTR/Gypsy
AT4TE58120	false	12484047	12484296	ATREP10A	RC/Helitron
AT4TE32240	true	7403743	7403812	ATREP4	RC/Helitron
AT4TE27430	false	6426365	6426617	HELITRONY3	RC/Helitron
AT4TE23795	false	5680790	5681037	ATREP5	RC/Helitron
AT4TE29390	true	6830753	6830823	ATREP11	RC/Helitron
AT4TE18650	false	4401024	4402351	ATHILA4B_LTR	LTR/Gypsy
AT4TE41455	false	9217443	9217690	ATREP13	RC/Helitron
AT4TE31310	false	7195127	7195172	ATREP15	RC/Helitron
AT4TE13500	true	2890361	2890380	ROMANIAT5	LTR/Copia
AT4TE04905	false	964481	965805	ATREP3	RC/Helitron
AT4TE34260	true	7810694	7810943	ATREP9	RC/Helitron
AT4TE28175	true	6584185	6584434	ATTIRTA1	DNA/Tc1
AT4TE20215	false	4859694	4859936	ATHILA8A	LTR/Gypsy
AT4TE05545	true	1090722	1090973	ATDNAI27T9A	DNA/MuDR
AT4TE21710	false	5212252	5213568	ATREP15	RC/Helitron
AT4TE00810	false	157842	158088	ATLINE1A	LINE/L1
AT4TE14890	false	3249227	3250544	ATREP18	DNA
AT4TE33190	true	7593999	7594194	HELITRONY1E	RC/Helitron
AT4TE10550	false	2267670	2267918	ATHATN9	DNA/HAT
AT4TE14800	false	3230203	3231793	ATREP18	DNA
AT4TE16535	false	3733374	3733622	ATHILA	LTR/Gypsy
AT4TE20695	false	4951151	4951391	ATHILA4A	LTR/Gypsy
AT4TE27975	true	6544841	6546186	HELITRONY1E	RC/Helitron
AT4TE16355	false	3671190	3671429	ATHILA4C	LTR/Gypsy
AT4TE44400	false	9796136	9796370	ATHAT1	DNA/HAT
AT4TE15745	false	3483156	3484488	ATGP10	LTR/Gypsy
AT4TE51515	true	11211653	11211693	ATGP2	LTR/Gypsy
AT4TE31140	true	7164717	7164802	ATREP4	RC/Helitron
AT4TE04690	true	921129	921214	ATREP11	RC/Helitron
AT4TE20210	true	4857278	4859693	ATHILA4A	LTR/Gypsy
AT4TE00605	false	119896	119958	ATREP10D	RC/Helitron
AT4TE44655	false	9842608	9842841	ATREP4	RC/Helitron
AT4TE02595	true	497146	498520	ATREP10D	RC/Helitron
AT4TE27780	false	6505254	6505488	HELITRONY3	RC/Helitron
AT4TE10480	true	2244848	2245084	TAG2	DNA/HAT
AT4TE25080	true	5964449	5964685	ATDNATA1	DNA/Mariner
AT4TE22405	false	5369690	5369720	HELITRONY1B	RC/Helitron
AT4TE82985	false	17213048	17214415	ARNOLDY1	DNA/MuDR
AT4TE35205	true	7990414	7990601	ATREP4	RC/Helitron
AT4TE39355	false	8809603	8809837	HELITRONY1D	RC/Helitron
AT4TE20490	false	4913759	4915128	ATENSPM2	DNA/En-Spm
AT4TE84645	false	17534416	17534650	ATDNATA1	DNA/Mariner
AT4TE03075	true	588968	589231	ATREP10D	RC/Helitron
AT4TE06415	true	1253895	1254130	ATMUNX1	DNA/MuDR
AT4TE11925	false	2549350	2549470	HELITRONY1B	RC/Helitron
AT4TE32010	false	7347346	7348719	ATREP7	RC/Helitron
AT4TE22365	false	5361033	5362413	ATHILA8A	LTR/Gypsy
AT4TE19835	false	4730445	4732941	ATDNA12T3A	DNA
AT4TE03215	true	615220	615452	ATTIRTA1	DNA/Tc1
AT4TE21060	false	5057117	5057556	ATGP2N	LTR/Gypsy
AT4TE34130	false	7786287	7786468	HELITRONY1D	RC/Helitron
AT4TE09580	true	2016444	2018942	ATENSPM4	DNA/En-Spm
AT4TE13320	true	2839570	2839652	ATHILA2	LTR/Gypsy
AT4TE16510	true	3728650	3728865	ATHAT2	DNA/HAT
AT4TE06640	false	1299029	1299259	ATHATN4	DNA/HAT
AT4TE19830	false	4722731	4729735	ATLANTYS1	LTR/Gypsy
AT4TE29285	true	6811671	6811903	ATHILA7	LTR/Gypsy
AT4TE15395	true	3374713	3374812	ATHILA0_I	LTR/Gypsy
AT4TE19010	false	4511986	4512096	ATLANTYS1	LTR/Gypsy
AT4TE31145	true	7164803	7164831	ATREP3	RC/Helitron
AT4TE20090	false	4822320	4822416	ARNOLD1	DNA/MuDR
AT4TE31685	true	7279793	7280003	ATCOPIA74	LTR/Copia
AT4TE39710	false	8882426	8883800	ATREP10D	RC/Helitron
AT4TE24085	true	5742312	5742545	BRODYAGA1	DNA/MuDR
AT4TE08120	true	1595599	1595832	ATDNAI27T9C	DNA/MuDR
AT4TE03790	true	738417	738650	ATHATN1	DNA/HAT
AT4TE14935	false	3255658	3255680	ATREP18	DNA
AT4TE14920	false	3253123	3253145	ATREP18	DNA
AT4TE19550	true	4650821	4657218	ATREP3	RC/Helitron
AT4TE27385	false	6418670	6418746	TNAT1A	DNA
AT4TE09135	true	1858675	1860023	ATLINE2	LINE/L1
AT4TE84235	false	17451379	17451466	HELITRONY3	RC/Helitron
AT4TE22125	true	5315074	5315314	ATENSPM1	DNA/En-Spm
AT4TE20840	false	4993202	4994551	ATCOPIA49	LTR/Copia
AT4TE06080	true	1190061	1190301	ATDNATA1	DNA/Mariner
AT4TE12035	true	2570595	2570834	DT1	DNA/Mariner
AT4TE19025	true	4514682	4517207	ATHILA6A	LTR/Gypsy
AT4TE05580	false	1098645	1099991	ATLINE2	LINE/L1
AT4TE45145	false	9945037	9945056	ATREP5	RC/Helitron
AT4TE37090	true	8367949	8368189	VANDAL17	DNA/MuDR
AT4TE03570	true	692491	692732	ATHATN3	DNA/HAT
AT4TE20160	false	4845484	4846828	ATREP10D	RC/Helitron
AT4TE28375	false	6627506	6627745	ATMU8	DNA/MuDR
AT4TE06130	false	1198251	1199600	ATREP1	RC/Helitron
AT4TE11330	false	2430742	2430981	BRODYAGA2	DNA/MuDR
AT4TE18160	true	4208775	4209015	ATREP18	DNA
AT4TE02600	true	498521	498549	ATREP10B	RC/Helitron
AT4TE21240	true	5112772	5114119	ATDNA2T9C	DNA/MuDR
AT4TE20665	true	4947932	4948153	ATDNATA1	DNA/Mariner
AT4TE14010	true	3009311	3009523	ATHILA3	LTR/Gypsy
AT4TE15795	true	3491714	3491951	ATHILA3	LTR/Gypsy
AT4TE54935	true	11872973	11874325	ATREP10D	RC/Helitron
AT4TE51575	true	11224091	11225451	ATREP7	RC/Helitron
AT4TE09465	false	1972560	1972795	ATCOPIA34	LTR/Copia
AT4TE04470	false	876406	876641	ATLINE1A	LINE/L1
AT4TE08210	true	1612599	1613961	VANDAL5	DNA/MuDR
AT4TE06435	false	1258108	1258343	SIMPLEHAT1	DNA/HAT
AT4TE29275	true	6807811	6810327	ATREP4	RC/Helitron
AT4TE08800	true	1756439	1756676	HELITRONY3	RC/Helitron
AT4TE26085	false	6169427	6169454	ATCOPIA28	LTR/Copia
AT4TE21530	true	5178571	5178809	HELITRONY3	RC/Helitron
AT4TE17095	true	3910994	3911068	ATCOPIA41	LTR/Copia
AT4TE11775	false	2520616	2520852	ATREP15	RC/Helitron
AT4TE03165	false	604686	604727	ATHATN3	DNA/HAT
AT4TE50935	false	11097720	11097957	TAT1_ATH	LTR/Gypsy
AT4TE28380	true	6627847	6628086	TSCL	LINE?
AT4TE15925	false	3533235	3533472	VANDAL8	DNA/MuDR
AT4TE18330	true	4281762	4288696	ATHILA3	LTR/Gypsy
AT4TE34775	false	7910832	7911059	HELITRONY3A	RC/Helitron
AT4TE27520	false	6443576	6443813	BRODYAGA1	DNA/MuDR
AT4TE20635	true	4942306	4942544	ATHILA4A	LTR/Gypsy
AT4TE48190	false	10538255	10539611	ATDNA2T9A	DNA/MuDR
AT4TE23770	false	5671169	5671240	ARNOLDY1	DNA/MuDR
AT4TE24095	true	5743336	5743548	HELITRON1	RC/Helitron
AT4TE23875	true	5706079	5708518	ATREP9	RC/Helitron
AT4TE13895	true	2986743	2988323	ATREP11	RC/Helitron
AT4TE16125	false	3613846	3614033	ATHILA4D_LTR	LTR/Gypsy
AT4TE24115	false	5749318	5749505	META1	LTR/Copia
AT4TE23210	false	5546720	5546817	ATREP4	RC/Helitron
AT4TE12870	false	2756053	2756240	ATREP10A	RC/Helitron
AT4TE19540	true	4649393	4649581	ATHILA4A	LTR/Gypsy
AT4TE09935	true	2094129	2094218	ATGP5	LTR/Gypsy
AT4TE24940	true	5921083	5921272	ATTIRX1B	DNA
AT4TE47460	false	10394592	10394779	ATMU2	DNA/MuDR
AT4TE82635	false	17146170	17146191	ATCOPIA5	LTR/Copia
AT4TE30605	false	7059645	7059748	ATREP5	RC/Helitron
AT4TE23025	true	5503613	5503655	ATHPOGON1	DNA/Pogo
AT4TE61260	false	13074535	13074724	VANDAL1	DNA/MuDR
AT4TE20995	false	5028524	5030098	ATHILA8A	LTR/Gypsy
AT4TE67805	false	14340845	14341034	ATHILA5	LTR/Gypsy
AT4TE19080	false	4542528	4542716	ATGP10	LTR/Gypsy
AT4TE21315	true	5138388	5139965	ATIS112A	DNA/Harbinger
AT4TE22740	false	5432362	5432550	ATREP15	RC/Helitron
AT4TE00085	true	15965	17542	ATREP11	RC/Helitron
AT4TE19975	true	4792850	4793038	ATGP8	LTR/Gypsy
AT4TE39410	false	8819991	8821573	ATREP1	RC/Helitron
AT4TE22425	false	5373673	5373858	ATLINE1_6	LINE/L1
AT4TE52330	true	11370801	11370918	ARNOLDY2	DNA/MuDR
AT4TE68370	true	14457479	14457514	ATREP11	RC/Helitron
AT4TE39035	true	8740797	8742387	ATREP15	RC/Helitron
AT4TE18325	true	4281712	4281761	ATHILA5	LTR/Gypsy
AT4TE38970	true	8728060	8728247	ATCOPIA42	LTR/Copia
AT4TE15840	true	3507989	3509559	ATHILA3	LTR/Gypsy
AT4TE21775	true	5227527	5229890	ATREP15	RC/Helitron
AT4TE21095	false	5074230	5075819	ATHILA	LTR/Gypsy
AT4TE34345	true	7829231	7829418	VANDAL1	DNA/MuDR
AT4TE03785	false	736942	737127	ATTIRX1C	DNA
AT4TE22220	true	5335856	5337853	ATGP10	LTR/Gypsy
AT4TE34015	true	7760657	7760845	VANDAL1	DNA/MuDR
AT4TE50860	true	11080491	11082077	ATDNA2T9A	DNA/MuDR
AT4TE33070	false	7573004	7573054	ATREP10D	RC/Helitron
AT4TE33025	true	7564125	7565284	HELITRONY3	RC/Helitron
AT4TE54735	false	11830747	11830786	ATREP3	RC/Helitron
AT4TE09505	false	1993915	1994100	ARNOLD2	DNA/MuDR
AT4TE46875	false	10285402	10286986	ATREP15	RC/Helitron
AT4TE02465	false	474245	474382	ATHATN2	DNA/HAT
AT4TE18395	true	4310052	4310239	VANDAL17	DNA/MuDR
AT4TE09945	true	2096389	2096575	ATDNA1T9A	DNA/MuDR
AT4TE23615	true	5636342	5636533	ATLINE1_3A	LINE/L1
AT4TE28365	true	6624816	6626388	ATREP10C	RC/Helitron
AT4TE18750	true	4429912	4429975	ATHILA2	LTR/Gypsy
AT4TE21140	false	5091341	5093786	ATENSPM10	DNA/En-Spm
AT4TE16705	false	3775347	3775538	HELITRONY1A	RC/Helitron
AT4TE04280	false	836020	836211	ATTIR16T3A	DNA
AT4TE14215	false	3071196	3072810	ATLANTYS1	LTR/Gypsy
AT4TE48095	false	10520338	10520529	ATHPOGO	DNA/Pogo
AT4TE24635	false	5852886	5853077	ATRE1	LTR/Copia
AT4TE05160	true	1011399	1011592	ATREP3	RC/Helitron
AT4TE17695	false	4084836	4086395	ATENSPM10	DNA/En-Spm
AT4TE28645	false	6681041	6681183	ATLINE1_5	LINE/L1
AT4TE14355	false	3114505	3114696	ATENSPM4	DNA/En-Spm
AT4TE20595	true	4934323	4934517	ATHILA4A	LTR/Gypsy
AT4TE21020	true	5034253	5036635	ATHILA4A	LTR/Gypsy
AT4TE42635	true	9438542	9440095	ATREP3	RC/Helitron
AT4TE26360	false	6216351	6216441	HELITRONY1D	RC/Helitron
AT4TE19650	true	4670289	4670476	ATGP7	LTR/Gypsy
AT4TE15095	true	3299696	3301250	HELITRONY1A	RC/Helitron
AT4TE24765	true	5882856	5882946	ATREP10C	RC/Helitron
AT4TE19925	true	4777191	4778739	ATHILA5	LTR/Gypsy
AT4TE16580	false	3753282	3753473	ATHILA	LTR/Gypsy
AT4TE47465	false	10395147	10395338	ATREP4	RC/Helitron
AT4TE03110	false	593747	595309	ATREP10D	RC/Helitron
AT4TE11205	true	2402566	2402757	ATTIRTA1	DNA/Tc1
AT4TE16845	true	3819886	3827853	ATENSPM9	DNA/En-Spm
AT4TE19160	false	4560576	4560765	ATENSPM7	DNA/En-Spm
AT4TE59630	true	12767505	12767696	VANDAL21	DNA/MuDR
AT4TE15295	false	3352991	3354561	ATHILA2	LTR/Gypsy
AT4TE08855	true	1766202	1766223	ATLINE1_6	LINE/L1
AT4TE20445	true	4909065	4909203	ATREP3	RC/Helitron
AT4TE13215	false	2815272	2815461	ATDNAI27T9C	DNA/MuDR
AT4TE22485	false	5383661	5383684	HELITRONY3	RC/Helitron
AT4TE17945	false	4142041	4143606	ATLINE1A	LINE/L1
AT4TE21070	false	5057644	5060007	ATHILA	LTR/Gypsy
AT4TE18955	false	4499969	4501533	ATREP5	RC/Helitron
AT4TE50055	true	10918644	10918836	ATCOPIA50	LTR/Copia
AT4TE15635	true	3449451	3449643	ATENSPM5	DNA/En-Spm
AT4TE21980	true	5281903	5282094	ATREP10D	RC/Helitron
AT4TE84640	true	17534229	17534415	BRODYAGA1A	DNA/MuDR
AT4TE14930	false	3254089	3255653	ATREP18	DNA
AT4TE26695	true	6280372	6280554	ATREP3	RC/Helitron
AT4TE57000	true	12269420	12269612	ATCOPIA21	LTR/Copia
AT4TE34110	false	7781638	7781828	ATREP15	RC/Helitron
AT4TE34020	true	7762680	7762866	ATDNA12T3_2	DNA
AT4TE14220	true	3072811	3074368	ATHILA0_I	LTR/Gypsy
AT4TE45480	true	10011309	10011495	ATLINE1_4	LINE/L1
AT4TE25390	false	6030004	6030024	RathE2_cons	RathE2_cons
AT4TE19315	true	4592825	4594825	ATLINE2	LINE/L1
AT4TE47620	false	10427156	10427334	RathE1_cons	RathE1_cons
AT4TE56970	true	12263313	12263456	ATREP4	RC/Helitron
AT4TE14080	false	3036136	3036265	ATGP2N	LTR/Gypsy
AT4TE48050	false	10508742	10514094	ATREP10D	RC/Helitron
AT4TE11280	false	2420270	2420447	RathE3_cons	RathE3_cons
AT4TE27915	false	6529315	6537160	ATGP1	LTR/Gypsy
AT4TE28230	false	6599402	6599466	HELITRONY1E	RC/Helitron
AT4TE10675	true	2297640	2300477	ATENSPM11	DNA/En-Spm
AT4TE23260	false	5554356	5554534	ATHILA5	LTR/Gypsy
AT4TE23185	false	5541887	5542066	HELITRONY1B	RC/Helitron
AT4TE26500	true	6242623	6242649	HELITRONY1E	RC/Helitron
AT4TE86130	true	17821791	17821972	VANDAL1	DNA/MuDR
AT4TE20095	true	4822547	4824153	ATHILA8A	LTR/Gypsy
AT4TE28010	false	6552640	6552819	ATCOPIA12	LTR/Copia
AT4TE22965	false	5485113	5485145	VANDAL8	DNA/MuDR
AT4TE25010	false	5934829	5936446	ARNOLDY2	DNA/MuDR
AT4TE24895	true	5909248	5911593	HELITRONY3	RC/Helitron
AT4TE22925	true	5472412	5474036	ATREP10D	RC/Helitron
AT4TE53950	false	11673647	11673824	ATREP10B	RC/Helitron
AT4TE86010	true	17799584	17799763	ATCOPIA71	LTR/Copia
AT4TE18025	false	4163847	4163897	HELITRON4	RC/Helitron
AT4TE19955	true	4788477	4790109	ATLINE1A	LINE/L1
AT4TE06430	false	1256797	1256972	VANDAL8	DNA/MuDR
AT4TE14140	false	3053048	3053223	ATHILA0_I	LTR/Gypsy
AT4TE15740	false	3481524	3483155	ATHILA0_I	LTR/Gypsy
AT4TE45365	true	9990158	9990336	ATMU4	DNA/MuDR
AT4TE57335	true	12335948	12336007	BRODYAGA1A	DNA/MuDR
AT4TE14395	false	3124143	3124318	ATENSPM4	DNA/En-Spm
AT4TE16880	true	3834544	3836517	ATGP10	LTR/Gypsy
AT4TE34335	true	7827758	7827853	ATREP5	RC/Helitron
AT4TE31785	false	7299608	7299784	ATMUNX1	DNA/MuDR
AT4TE89080	false	18377479	18377624	ATMUN1	DNA/MuDR
AT4TE06210	false	1214815	1214992	ATCOPIA75	LTR/Copia
AT4TE15810	false	3498043	3499665	ATHILA3	LTR/Gypsy
AT4TE16300	false	3662284	3662365	ATHILA6B	LTR/Gypsy
AT4TE26330	false	6209999	6211623	ATHILA8A	LTR/Gypsy
AT4TE57345	false	12338274	12338451	ATCOPIA50	LTR/Copia
AT4TE13920	false	2989876	2990052	ATCOPIA69	LTR/Copia
AT4TE21780	true	5230692	5230870	ATREP10A	RC/Helitron
AT4TE13135	true	2800878	2802508	HELITRONY3	RC/Helitron
AT4TE08390	false	1653591	1655934	ATENSPM2	DNA/En-Spm
AT4TE28150	true	6579839	6579976	HELITRONY1E	RC/Helitron
AT4TE17115	false	3915210	3916822	ATHILA6A	LTR/Gypsy
AT4TE52310	true	11363025	11363210	ATREP4	RC/Helitron
AT4TE35080	false	7969877	7970060	BRODYAGA1	DNA/MuDR
AT4TE11090	true	2380487	2380671	ATMU10	DNA/MuDR
AT4TE21040	true	5038246	5039017	ATHILA4A	LTR/Gypsy
AT4TE14925	false	3254029	3254088	ATREP18	DNA
AT4TE24735	true	5872740	5874342	VANDAL3	DNA/MuDR
AT4TE39310	false	8800852	8801034	ATCOPIA66	LTR/Copia
AT4TE23850	false	5703240	5703373	BRODYAGA1	DNA/MuDR
AT4TE35075	true	7969439	7969577	ATREP15	RC/Helitron
AT4TE24810	true	5890042	5891644	VANDAL3	DNA/MuDR
AT4TE19610	false	4661576	4663916	HELITRONY1D	RC/Helitron
AT4TE31075	true	7154516	7154676	ATREP3	RC/Helitron
AT4TE20295	false	4875167	4876758	ATREP10D	RC/Helitron
AT4TE10280	true	2180294	2180480	RathE1_cons	RathE1_cons
AT4TE13250	true	2822645	2824348	VANDAL4	DNA/MuDR
AT4TE39030	false	8740775	8740796	ATREP6	RC/Helitron
AT4TE16980	true	3883203	3885982	ATGP3	LTR/Gypsy
AT4TE49205	false	10740860	10742458	HELITRONY1B	RC/Helitron
AT4TE30475	false	7037988	7038080	ATHILA8A	LTR/Gypsy
AT4TE40110	true	8957687	8959287	ATREP11	RC/Helitron
AT4TE08785	true	1754083	1754357	ATCOPIA49	LTR/Copia
AT4TE56200	true	12115529	12115713	ATMU1	DNA/MuDR
AT4TE09445	true	1966429	1968034	ATENSPM6	DNA/En-Spm
AT4TE19460	false	4628273	4628453	HELITRONY1E	RC/Helitron
AT4TE13195	true	2811238	2811420	ATREP19	DNA
AT4TE27445	true	6428158	6429769	HELITRONY1B	RC/Helitron
AT4TE22150	true	5321219	5321401	ATMU10	DNA/MuDR
AT4TE15900	false	3529616	3529796	BRODYAGA1	DNA/MuDR
AT4TE39225	false	8783865	8785474	ATREP4	RC/Helitron
AT4TE09250	true	1881362	1881543	ARNOLD4	DNA/MuDR
AT4TE85390	true	17678563	17678634	ATREP10A	RC/Helitron
AT4TE45055	false	9927873	9928054	RathE1_cons	RathE1_cons
AT4TE03300	true	637282	637314	ATREP15	RC/Helitron
AT4TE23560	false	5619332	5620939	VANDALNX1	DNA/MuDR
AT4TE12015	true	2564858	2566466	ATREP4	RC/Helitron
AT4TE00975	false	190592	190774	ATCOPIA17	LTR/Copia
AT4TE54920	false	11869850	11872205	HELITRONY3	RC/Helitron
AT4TE13960	true	2995811	2995843	ATHILA4B_LTR	LTR/Gypsy
AT4TE22460	true	5380847	5381031	ATHATN2	DNA/HAT
AT4TE50025	false	10911130	10912736	ATREP4	RC/Helitron
AT4TE36750	true	8294777	8294919	HELITRONY1D	RC/Helitron
AT4TE73090	false	15338869	15339050	TSCL	LINE?
AT4TE18155	false	4208175	4208317	LIMPET1	DNA/MuDR
AT4TE13495	true	2890107	2890360	ROMANIAT5	LTR/Copia
AT4TE09790	false	2061693	2061885	ATENSPM5	DNA/En-Spm
AT4TE14435	true	3131334	3132886	ARNOLDY1	DNA/MuDR
AT4TE21765	false	5227321	5227439	ATREP15	RC/Helitron
AT4TE17755	true	4093298	4093536	ARNOLDY1	DNA/MuDR
AT4TE28865	true	6723139	6723188	ATREP3	RC/Helitron
AT4TE29790	true	6907629	6907836	ARNOLD2	DNA/MuDR
AT4TE24535	true	5835598	5837090	ATREP5	RC/Helitron
AT4TE21030	false	5037503	5037690	ATMU2	DNA/MuDR
AT4TE11920	true	2547491	2547697	ATLINE1_5	LINE/L1
AT4TE44395	false	9795930	9796135	ATHAT1	DNA/HAT
AT4TE14240	false	3076991	3078446	ATHILA5	LTR/Gypsy
AT4TE21665	true	5198956	5200445	ATREP11	RC/Helitron
AT4TE10440	false	2231536	2231741	ATMU2	DNA/MuDR
AT4TE20585	true	4934269	4934290	ATHILA3	LTR/Gypsy
AT4TE22540	true	5394345	5394404	ARNOLDY2	DNA/MuDR
AT4TE37350	false	8417120	8417325	ATCOPIA37	LTR/Copia
AT4TE03740	true	728326	728533	RathE2_cons	RathE2_cons
AT4TE04685	false	919642	921128	ATREP15	RC/Helitron
AT4TE20190	true	4851355	4851562	ATREP15	RC/Helitron
AT4TE22920	false	5470911	5472397	VANDALNX2	DNA/MuDR
AT4TE09025	false	1816902	1819323	ATHILA4C	LTR/Gypsy
AT4TE44640	false	9840415	9840608	HELITRONY3	RC/Helitron
AT4TE10555	false	2268045	2268203	SIMPLEHAT2	DNA/HAT
AT4TE19560	false	4652565	4654061	ATCOPIA49	LTR/Copia
AT4TE24590	true	5844929	5845120	HELITRONY3	RC/Helitron
AT4TE27455	false	6429859	6429973	ATREP10D	RC/Helitron
AT4TE07540	true	1481577	1481721	ATREP15	RC/Helitron
AT4TE21625	false	5192449	5192471	ATREP10A	RC/Helitron
AT4TE09365	false	1939990	1940192	HELITRON1	RC/Helitron
AT4TE26280	true	6201667	6201872	ATHATN5	DNA/HAT
AT4TE21180	false	5102687	5103112	ATHILA5	LTR/Gypsy
AT4TE12610	false	2696708	2696910	ATCOPIA17	LTR/Copia
AT4TE09870	true	2078891	2079096	ATMU1	DNA/MuDR
AT4TE48230	true	10546507	10553980	VANDAL5	DNA/MuDR
AT4TE05400	false	1063407	1063610	ATIS112A	DNA/Harbinger
AT4TE32995	false	7557359	7559782	ATHILA4A	LTR/Gypsy
AT4TE62090	true	13223011	13223217	ATREP10B	RC/Helitron
AT4TE34760	false	7909427	7909631	HELITRONY1B	RC/Helitron
AT4TE09215	false	1873418	1873623	ATMU2	DNA/MuDR
AT4TE09060	false	1828621	1829890	ATHILA5	LTR/Gypsy
AT4TE13490	false	2888606	2890101	ATHILA2	LTR/Gypsy
AT4TE21960	false	5279801	5279891	HELITRONY3	RC/Helitron
AT4TE64600	true	13711376	13711581	BRODYAGA1A	DNA/MuDR
AT4TE32420	true	7443547	7443633	BRODYAGA2	DNA/MuDR
AT4TE21595	false	5190742	5190858	SIMPLEGUY1	DNA/Harbinger
AT4TE17870	true	4122156	4123599	ATENSPM6	DNA/En-Spm
AT4TE24925	false	5919331	5919537	ATCOPIA30	LTR/Copia
AT4TE39220	true	8782112	8783572	ATREP11	RC/Helitron
AT4TE41215	true	9175500	9175652	HELITRONY3	RC/Helitron
AT4TE00740	false	144567	144668	HELITRONY1B	RC/Helitron
AT4TE33035	false	7567024	7567506	ATREP4	RC/Helitron
AT4TE06550	true	1280405	1280595	HELITRONY3	RC/Helitron
AT4TE38410	true	8622633	8623014	ATGP9B	LTR/Gypsy
AT4TE19130	true	4549308	4550773	HELITRONY2	RC/Helitron
AT4TE08455	false	1682027	1684460	ATHILA3	LTR/Gypsy
AT4TE06545	true	1280384	1280404	ATREP5	RC/Helitron
AT4TE15500	false	3405167	3406623	ATHILA	LTR/Gypsy
AT4TE23670	false	5649905	5649955	ATDNA2T9C	DNA/MuDR
AT4TE44820	true	9874690	9876146	ATREP10D	RC/Helitron
AT4TE21420	true	5160309	5160365	ATREP7	RC/Helitron
AT4TE26115	false	6172636	6172846	ATREP13	RC/Helitron
AT4TE24700	false	5865744	5867198	ARNOLDY2	DNA/MuDR
AT4TE75630	true	15826849	15827061	HELITRONY1E	RC/Helitron
AT4TE32055	true	7358395	7358606	ATCOPIA3	LTR/Copia
AT4TE05825	true	1141844	1143301	HELITRONY3	RC/Helitron
AT4TE20370	true	4889422	4889633	ATMU10	DNA/MuDR
AT4TE23765	false	5669703	5671168	ARNOLDY1	DNA/MuDR
AT4TE40510	true	9034074	9034550	BRODYAGA1A	DNA/MuDR
AT4TE14305	true	3097973	3099355	ATHILA2	LTR/Gypsy
AT4TE24400	true	5806782	5806991	TA11	LINE/L1
AT4TE50645	true	11038964	11039173	ATLANTYS2	LTR/Gypsy
AT4TE48435	false	10591599	10593075	ATREP10D	RC/Helitron
AT4TE19860	false	4742565	4744993	ATLANTYS1	LTR/Gypsy
AT4TE13980	true	2998435	3000865	ATHILA4A	LTR/Gypsy
AT4TE13070	false	2790374	2792042	TAG2	DNA/HAT
AT4TE19500	true	4638725	4638933	VANDAL13	DNA/MuDR
AT4TE19585	false	4657346	4658822	ATDNAI27T9B	DNA/MuDR
AT4TE23255	true	5554039	5554093	BRODYAGA1A	DNA/MuDR
AT4TE18935	true	4496754	4496963	ATHILA4A	LTR/Gypsy
AT4TE14340	false	3111926	3112133	ATENSPM4	DNA/En-Spm
AT4TE19565	false	4654062	4655128	ATCOPIA95	LTR/Copia
AT4TE12330	true	2636210	2636419	ATLINE1_4	LINE/L1
AT4TE44265	true	9771101	9771301	HELITRONY1B	RC/Helitron
AT4TE13975	true	2996027	2998434	ATHILA4	LTR/Gypsy
AT4TE28145	false	6579265	6579467	ATREP4	RC/Helitron
AT4TE09460	true	1970550	1973228	ATCOPIA44	LTR/Copia
AT4TE53490	false	11583866	11584073	HARBINGER	DNA/Harbinger
AT4TE10585	false	2270359	2277985	VANDAL16	DNA/MuDR
AT4TE25055	false	5951594	5951664	VANDAL7	DNA/MuDR
AT4TE40380	true	9010958	9011067	ATHPOGON1	DNA/Pogo
AT4TE01705	false	324906	325060	ATREP5	RC/Helitron
AT4TE40360	false	9006666	9008164	ATCOPIA90	LTR/Copia
AT4TE20245	true	4864082	4865631	ATHILA8B	LTR/Gypsy
AT4TE00300	false	66082	66278	HELITRONY3	RC/Helitron
AT4TE10665	false	2297365	2297561	ATDNAI27T9C	DNA/MuDR
AT4TE14570	true	3190072	3191621	ATHILA4A	LTR/Gypsy
AT4TE15205	true	3330404	3330602	ATENSPM3	DNA/En-Spm
AT4TE65590	false	13901986	13902166	ATREP4	RC/Helitron
AT4TE84100	false	17426394	17426589	ATMU11	DNA/MuDR
AT4TE11790	true	2521988	2522124	HELITRONY1D	RC/Helitron
AT4TE32315	false	7422109	7424541	ATREP3	RC/Helitron
AT4TE68375	false	14457515	14457666	ATREP3	RC/Helitron
AT4TE79615	true	16571570	16573114	ATREP3	RC/Helitron
AT4TE13505	true	2890381	2899567	ATHILA2	LTR/Gypsy
AT4TE21305	true	5136512	5138048	ATIS112A	DNA/Harbinger
AT4TE02605	true	498550	498725	ATREP3	RC/Helitron
AT4TE56150	true	12109718	12109841	HELITRONY3	RC/Helitron
AT4TE14780	false	3227829	3229519	ATREP18	DNA
AT4TE10565	false	2268953	2269149	ATCOPIA94	LTR/Copia
AT4TE09065	false	1830347	1830543	ATHILA0_I	LTR/Gypsy
AT4TE74940	true	15698996	15699195	ATDNATA1	DNA/Mariner
