Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR492396,2012-05-31 14:52:53,2012-05-31 14:52:53,65992045,13330393090,65992045,202,8693,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492396/SRR492396.sra,SRX145026,Uod-7_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311385,SAMN00990211,simple,3702,Arabidopsis thaliana,Uod-7,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,4615792D2FB5FFBF4B706471792F7E2E,CFA4DE0E1903DB0BFCFDFEF444EA9BD5
SRR492397,2012-05-31 14:52:53,2012-05-31 14:52:53,22685252,4582420904,22685252,202,2822,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492397/SRR492397.sra,SRX145027,Utrecht_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311386,SAMN00990212,simple,3702,Arabidopsis thaliana,Utrecht,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,DEF1F931D1BDD1E38F7B139DFE034EBE,4028A305A275B1106EA94038F99D692A
SRR492398,2012-05-31 14:52:53,2012-05-31 14:52:53,16055225,3243155450,16055225,202,2103,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492398/SRR492398.sra,SRX145028,Van-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311387,SAMN00990213,simple,3702,Arabidopsis thaliana,Van-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,9F828C493FA855FF75FF0EBDC710A4ED,31B07C9340DF37C9CAFBC557696BC885
SRR492399,2012-05-31 14:52:53,2012-05-31 14:52:53,41046380,8291368760,41046380,202,5068,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492399/SRR492399.sra,SRX145029,Ven-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311388,SAMN00990214,simple,3702,Arabidopsis thaliana,Ven-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,3AC7FAED128D049DFFD4DA444E728EC7,A648D17906A0CA8346CC535B25F48848
SRR492400,2012-05-31 14:52:53,2012-05-31 14:52:53,43746226,8836737652,43746226,202,5652,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492400/SRR492400.sra,SRX145030,Vind-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311389,SAMN00990215,simple,3702,Arabidopsis thaliana,Vind-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,023D9CBF78F4644013E85205E09B685A,489FB9CD8FED8CDD809814547BE6B364
SRR492401,2012-05-31 14:52:53,2012-05-31 14:52:53,45694151,9230218502,45694151,202,5890,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492401/SRR492401.sra,SRX145031,Wa-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311390,SAMN00990216,simple,3702,Arabidopsis thaliana,Wa-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,6F697B4D21F1EB4EEA1D4C2F2255768F,F39E02E1DD8A1B564884352DAC717F50
SRR492402,2012-05-31 14:52:53,2012-05-31 14:52:53,36933093,7460484786,36933093,202,4761,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492402/SRR492402.sra,SRX145032,Wc-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311391,SAMN00990217,simple,3702,Arabidopsis thaliana,Wc-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,578B0F675ABBA2610F1CC2E1CD3D892E,EC5CEA67E573A5396A7600627488B6C2
SRR492403,2012-05-31 14:52:53,2012-05-31 14:52:53,14332334,2895131468,14332334,202,1882,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492403/SRR492403.sra,SRX145033,Wei-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311392,SAMN00990218,simple,3702,Arabidopsis thaliana,Wei-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,B1936C2C863C5F7547DAEAAA985398BB,C2CB838057735E1D9992AE1027139647
SRR492404,2012-05-31 14:52:53,2012-05-31 14:52:53,35196655,7109724310,35196655,202,4349,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492404/SRR492404.sra,SRX145034,Westkar-4_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311393,SAMN00990219,simple,3702,Arabidopsis thaliana,Westkar-4,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,342889934506FF41ABC5F4140C78FF72,095DE2A1FE79DF49908FA70345A6BCE0
SRR492405,2012-05-31 14:52:53,2012-05-31 14:52:53,43782962,8844158324,43782962,202,5761,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492405/SRR492405.sra,SRX145035,Wil-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311394,SAMN00990220,simple,3702,Arabidopsis thaliana,Wil-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,FD0E1DCA4FFEC1F9A4C2FD48384D45C3,C12BC506F6C14B03886D610835D3B70F
SRR492406,2012-05-31 14:52:53,2012-05-31 14:52:53,38008052,7677626504,38008052,202,4691,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492406/SRR492406.sra,SRX145036,Wl-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311395,SAMN00990221,simple,3702,Arabidopsis thaliana,Wl-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,AB30655482BD022C5DEE6C47D1576E0F,CBB27718107534219B7C12145F70D3DD
SRR492407,2012-05-31 14:52:53,2012-05-31 14:52:53,45521342,9195311084,45521342,202,5869,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492407/SRR492407.sra,SRX145037,Ws-2_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311396,SAMN00990222,simple,3702,Arabidopsis thaliana,Ws-2,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,B5F5BF8E80EC6FCA52ABF082DA25E65A,F3CD122880BEEEC1CF9815EE72C1F6B7
SRR492408,2012-05-31 14:52:53,2012-05-31 14:52:53,26782358,5410036316,26782358,202,3321,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492408/SRR492408.sra,SRX145038,Wt-5_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311397,SAMN00990223,simple,3702,Arabidopsis thaliana,Wt-5,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,5E8CC6C450851F2E62C02376C65E9268,8AF28323632418779E0588471F099067
SRR492409,2012-05-31 14:52:53,2012-05-31 14:52:53,65181047,13166571494,65181047,202,8384,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492409/SRR492409.sra,SRX145039,Yo-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311398,SAMN00990224,simple,3702,Arabidopsis thaliana,Yo-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,C0D1532DE8F3E4BB52EB50F6112DC46B,5F406AE586825D62601C9688360C241C
SRR492410,2012-05-31 14:52:53,2012-05-31 14:52:53,37668128,7608961856,37668128,202,4654,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492410/SRR492410.sra,SRX145040,Zal-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311399,SAMN00990225,simple,3702,Arabidopsis thaliana,Zal-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,275792D6DD6211FC31065603576BA6CA,F1AE9AE1599A8F053AECDEEC743317AD
SRR492411,2012-05-31 14:52:53,2012-05-31 14:52:53,14478899,2924737598,14478899,202,1894,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492411/SRR492411.sra,SRX145041,Zdr-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311400,SAMN00990226,simple,3702,Arabidopsis thaliana,Zdr-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,B5A8214E07541F7D2546F54AB9F7215E,E5943D84E24736B43B3BA5B35473D607
SRR492418,2012-05-31 14:52:53,2012-05-31 14:52:53,42398547,8564506494,42398547,202,5446,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492418/SRR492418.sra,SRX144974,Pna-18_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS072544,SAMN00012766,simple,3702,Arabidopsis thaliana,Pna-17,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,0FEDEB199BEEFBA548B87A2C669FAD1A,3C4128CA061FEDF5CB2DEC95577D7063
SRR492848,2012-05-31 14:52:53,2012-05-31 14:52:53,64432510,13015367020,64432510,202,8019,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492848/SRR492848.sra,SRX144997,Rubezhnoe-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311356,SAMN00990182,simple,3702,Arabidopsis thaliana,Rubezhnoe-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,CCDD227AC7A8B1E13AA11C67F38AF756,2E54308C8989550B9602E1BDD113AA02
SRR492217,2012-05-31 14:52:53,2012-05-31 14:52:53,57887527,11693280454,57887527,202,7418,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492217/SRR492217.sra,SRX144845,Bik-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS071807,SAMN00012614,simple,3702,Arabidopsis thaliana,Bik-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,C07A379FD9792CFFAF12FA80F1CA7494,9E643C05CBA57827C6D16DC596C44658
SRR492218,2012-05-31 14:52:53,2012-05-31 14:52:53,41066559,8295444918,41066559,202,5205,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492218/SRR492218.sra,SRX144846,Bl-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS071808,SAMN00012615,simple,3702,Arabidopsis thaliana,Bl-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,D1892476250B5542E32113CFB02D340B,9BB969673788338556AEE8FD8FC7BCB7
SRR492216,2012-05-31 14:52:53,2012-05-31 14:52:53,28913168,5840459936,28913168,202,3858,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492216/SRR492216.sra,SRX144844,Bg-2_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311322,SAMN00990148,simple,3702,Arabidopsis thaliana,Bg-2,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,47835D4B4A9D52401F01AA522BEC6513,54E6985D7AE950D4FF95D8C1D5450D84
SRR492214,2012-05-31 14:52:53,2012-05-31 14:52:53,38663480,7810022960,38663480,202,4892,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492214/SRR492214.sra,SRX144842,Benk-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS071805,SAMN00012612,simple,3702,Arabidopsis thaliana,Benk-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,9454CAD794B41EE340FE0C94C9A67F21,2F41714BB5D3FC1CB1EFF76F7D861470
SRR492222,2012-05-31 14:52:53,2012-05-31 14:52:53,76707328,15494880256,76707328,202,10409,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492222/SRR492222.sra,SRX144849,Bor-4_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS071811,SAMN00012618,simple,3702,Arabidopsis thaliana,Bor-4,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,CF1FD20E94E09B1F9542089A1220BD9E,3DB56C6ABC3D9B0D2BBEBFDEAE7AD8AC
SRR492220,2012-05-31 14:52:53,2012-05-31 14:52:53,48769047,9851347494,48769047,202,6623,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492220/SRR492220.sra,SRX144847,Boot-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS071809,SAMN00012616,simple,3702,Arabidopsis thaliana,Boot-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,BDA9A2749ADBA6CDCD7BA5EE1FCD7BF9,2CB3AB2C969AED3FD0449D6AB3102797
SRR492221,2012-05-31 14:52:53,2012-05-31 14:52:53,43874265,8862601530,43874265,202,5896,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492221/SRR492221.sra,SRX144848,Bor-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS071810,SAMN00012617,simple,3702,Arabidopsis thaliana,Bor-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,4C35AC0B118B50E64CDACD0F039A8AC0,665C209C84578939CD85C12AD79E027F
SRR492225,2012-05-31 14:52:53,2012-05-31 14:52:53,33098128,6685821856,33098128,202,4227,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492225/SRR492225.sra,SRX144852,Bsch-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS071814,SAMN00012621,simple,3702,Arabidopsis thaliana,Bsch-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,2E40C5D5CCC2DE8FBD844E14A323E1D7,768931ABE22D32CCA0DE6EEC8FB0B1FB
SRR492215,2012-05-31 14:52:53,2012-05-31 14:52:53,38510121,7779044442,38510121,202,4844,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492215/SRR492215.sra,SRX144843,Ber_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS071806,SAMN00012613,simple,3702,Arabidopsis thaliana,Ber,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,0A358FB9DB872BDDE164E3A8D2D8ABBF,FB0C03A3D64FB0BE3EBDF60EE1F113BA
SRR492224,2012-05-31 14:52:53,2012-05-31 14:52:53,41853648,8454436896,41853648,202,5293,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492224/SRR492224.sra,SRX144851,Bs-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS071813,SAMN00012620,simple,3702,Arabidopsis thaliana,Bs-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,CDA77567347ABBF086A55F0E5F08ABD8,3373C1837BADF15FC0E8A103048CE8BA
SRR492226,2012-05-31 14:52:53,2012-05-31 14:52:53,61754358,12474380316,61754358,202,7973,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492226/SRR492226.sra,SRX144853,Bu-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS071815,SAMN00012622,simple,3702,Arabidopsis thaliana,Bu-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,F95FCE7845FD40BD5B6E7FEE5D060426,F9528483E1112D58127A9871CF8E7240
SRR492223,2012-05-31 14:52:53,2012-05-31 14:52:53,106776823,21568918246,106776823,202,14439,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492223/SRR492223.sra,SRX144850,Br-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS071812,SAMN00012619,simple,3702,Arabidopsis thaliana,Br-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,7FBAA7287CD260C0BDD83AF65769873F,8807407C987C44B940DFE2AB7763A6F3
SRR492230,2012-05-31 14:52:53,2012-05-31 14:52:53,23873088,4822363776,23873088,202,3085,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492230/SRR492230.sra,SRX144857,Cerv-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS071819,SAMN00012626,simple,3702,Arabidopsis thaliana,Cerv-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,0EF9E2A712D520DCAADFEF91C9062EAD,ABA4999356F1ACFACC7E9FA13800D2F7
SRR492228,2012-05-31 14:52:53,2012-05-31 14:52:53,67804480,13696504960,67804480,202,8754,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492228/SRR492228.sra,SRX144855,Ca-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS071816,SAMN00012623,simple,3702,Arabidopsis thaliana,Ca-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,1A3B4278B0D03ADC85D00B229169D355,423923A0DC73D4064056AF26F0D171AB
SRR492229,2012-05-31 14:52:53,2012-05-31 14:52:53,59490190,12017018380,59490190,202,7715,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492229/SRR492229.sra,SRX144856,Cal-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS071817,SAMN00012624,simple,3702,Arabidopsis thaliana,Cal-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,1C50D79DC0B408EB63FF897FC50AE1D3,A5BD107E5D8F704905E720F620ACCC0C
SRR492233,2012-05-31 14:52:53,2012-05-31 14:52:53,43515469,8790124738,43515469,202,5775,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492233/SRR492233.sra,SRX144860,CIBC-17_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311324,SAMN00990150,simple,3702,Arabidopsis thaliana,CIBC-17,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,183CF9086E4AC1653B6ECDFB374C335C,E821D404030DDC9AC100B1713457917B
SRR492227,2012-05-31 14:52:53,2012-05-31 14:52:53,26621513,5377545626,26621513,202,3554,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492227/SRR492227.sra,SRX144854,Buckhorn-Pass_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311323,SAMN00990149,simple,3702,Arabidopsis thaliana,Buckhorn-Pass,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,5184FF92D63EC6DDCE51A3DE60B52CB9,9AB1DB2FC58B8EDB074D1A5659085D96
SRR492235,2012-05-31 14:52:53,2012-05-31 14:52:53,42134295,8511127590,42134295,202,5331,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492235/SRR492235.sra,SRX144862,Cnt-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS071824,SAMN00012631,simple,3702,Arabidopsis thaliana,Cnt-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,A1F5318F3306B2451255B9E6650ED2A6,A1B0A69DFC5496D0A9B537ABA88FCEEE
SRR492236,2012-05-31 14:52:53,2012-05-31 14:52:53,38681909,7813745618,38681909,202,5188,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492236/SRR492236.sra,SRX144863,Co_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311325,SAMN00990151,simple,3702,Arabidopsis thaliana,Co,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,E4884B5D2318FE1005E520C5D5ECCED4,DA621F2A0D0D4FE2A5386F1C96B64F9B
SRR492232,2012-05-31 14:52:53,2012-05-31 14:52:53,35747356,7220965912,35747356,202,4541,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492232/SRR492232.sra,SRX144859,Chi-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS071821,SAMN00012628,simple,3702,Arabidopsis thaliana,Chi-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,108447729F571989031EA2AB8EC41B7B,A4C665DE56C91D2C35EE89724BE4740C
SRR492238,2012-05-31 14:52:53,2012-05-31 14:52:53,44334647,8955598694,44334647,202,5677,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492238/SRR492238.sra,SRX144865,Com-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS071826,SAMN00012633,simple,3702,Arabidopsis thaliana,Com-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,35A7224A26DA01A4CB2A82A79B4F2E0D,E3806AD5F80C91D0488E8EC9A7A2914F
SRR492234,2012-05-31 14:52:53,2012-05-31 14:52:53,77197517,15593898434,77197517,202,10064,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492234/SRR492234.sra,SRX144861,CIBC-5_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS071822,SAMN00012629,simple,3702,Arabidopsis thaliana,CIBC-5,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,657B09FE5AD7F5F691D9DE413D808D3E,1E098EF61893F4B3B2B7D713E3825250
SRR492231,2012-05-31 14:52:53,2012-05-31 14:52:53,47936910,9683255820,47936910,202,6149,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492231/SRR492231.sra,SRX144858,Chat-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS071820,SAMN00012627,simple,3702,Arabidopsis thaliana,Chat-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,96280AAD3330ADD7942E7DF7ADFBFC4C,DB3A98E9E49E38FB76E3D77686D5E933
